Date,pairwise_strategy_returns,hml_strategy_returns,pairwise_cumulative_returns,hml_cumulative_returns
2009-06-30,0.01728607444351893,0.011078614663739949,0.8707604683464263,0.8142930033814082
2009-07-31,-0.0014210566019948676,0.002461384822765273,0.8681020118321316,0.8187586766439805
2009-08-31,0.0300217810888092,0.027006459793491196,0.9241857614829201,0.8678769097188292
2009-09-30,0.03479097634917551,0.025099871065417098,0.9911300628020927,0.9147603793188417
2009-10-30,-0.00379260234334209,-0.014693598471585832,0.9835784982600106,0.8866256591358292
2009-11-30,0.014734717776749937,0.030338507840074493,1.0128059676199013,0.9438630664868071
2009-12-31,0.01112406870232175,0.003018100430678034,1.0351965594881483,0.9497298404449499
2010-01-29,0.028133267396739853,0.01087502107934915,1.092453288501153,0.9709331935588248
2010-02-26,0.009436987279787201,0.021268713526193424,1.1121997435682873,1.0128524070318932
2010-03-31,0.04144397739133317,0.03786860051138245,1.1997377019867108,1.0890763107221586
2010-04-30,-0.030983502123258344,-0.04540864416635042,1.1315821242265942,0.9942141878922242
2010-05-31,-0.057724647149917624,-0.0,1.008537298234542,0.9942141878922242
2010-06-30,0.0,0.04249304583603511,1.008537298234542,1.0789544227851997
2010-07-30,-0.04394368864670717,-0.044244834393929774,0.9202747605656247,0.9869714286365407
2010-08-31,0.08330334770949765,0.0,1.080240076642795,0.9869714286365407
2010-09-30,0.022980795872355686,0.01499106457858187,1.1280456492096165,1.016758245639028
2010-10-29,0.02117841176776821,0.009942125149276951,1.1731142762291853,1.0368091085130078
2010-11-30,0.0041422064746720055,0.01058459700646637,1.1821157642543838,1.0583679121057181
2010-12-31,-0.015217756801619717,-0.01156753329922508,1.14890885724098,1.034557672740379
2011-01-31,0.013966017056090636,0.0062705641332491055,1.178920554993192,1.047315497110091
2011-02-28,0.003954702695475425,0.0072406432303885205,1.1875375379852504,1.0621393782047104
2011-03-31,0.03923509636434252,0.030446769459187697,1.273365784088718,1.124924860445622
2011-04-29,-0.021395151480046073,-0.015908668101700718,1.224726778768586,1.09112013609974
2011-05-31,-0.0037919389967444803,0.0006332342468781706,1.2162907505390717,1.0924443049842552
2011-06-30,-0.03625806444312289,-0.025332322205555105,1.135932337681329,1.0394378316532151
2011-07-29,0.0023757060296395044,-0.0024561402660234904,1.1410066850148604,1.0344286862748402
2011-08-31,0.02683760203276278,-0.006054039996607141,1.1984661703767738,1.0221121736378875
2011-09-30,0.05021273204237292,0.052377285732053754,1.3088571630941246,1.1280249207387834
2011-10-31,-0.03248486609897121,-0.023569837094881304,1.2338542473093614,1.0778677200231228
2011-11-30,0.0,0.022429597680292655,1.2338542473093614,1.1244734570161086
2011-12-30,0.023477358678227783,0.02673490611890675,1.2862992447083257,1.1812710554415435
2012-01-31,-0.0004918176383882783,0.01755230635589595,1.2851748024131444,1.2195573932519022
2012-02-29,-0.03487100569250637,-0.02826121280292225,1.2054884588698238,1.1568300094329107
2012-03-30,0.0,0.0,1.2054884588698238,1.1568300094329107
2012-04-30,0.001375981234419038,-0.020154367627655018,1.208523169601956,1.113360464512441
